technique,model,target_sensitivity,threshold,precision,precision_low,precision_high,recall,recall_low,recall_high,specificity,specificity_low,specificity_high,alert_rate,alert_rate_low,alert_rate_high
smote_nc_level,lr_penalized,0.95,0.3114201088971877,0.10551057717419692,0.09617216661512301,0.11563974043685432,0.9505882352941176,0.9256464830084783,0.9674574651341354,0.12738853503184713,0.11732112546711711,0.13818459278144096,0.8802298850574712,0.8702439728266314,0.8895448323670294
smote_nc_level,random_forest,0.8,0.1526159727613997,0.12283236994219653,0.11112417691974145,0.13558598633455982,0.8,0.7593592358943103,0.8352661081693097,0.38140127388535033,0.3663284133760308,0.3967060562613735,0.6363218390804598,0.6219118245995526,0.6504912960049459
smote_nc_level,random_forest,0.85,0.1299830396480886,0.11441213653603034,0.1037853045081045,0.12597412893641224,0.851764705882353,0.8148357311181423,0.8823916330976317,0.28611464968152867,0.272190344774015,0.3004572111026787,0.7273563218390805,0.713926538350024,0.7403849056261129
smote_nc_level,random_forest,0.9,0.117857526528479,0.11385255648038049,0.10355651534405358,0.12502949983323655,0.9011764705882352,0.8691105709655115,0.9260550852136825,0.2405095541401274,0.22739665891444386,0.2541298874350647,0.7733333333333333,0.7606535924213811,0.7855307421464923
smote_nc_level,random_forest,0.95,0.0922780862564633,0.10738968633705476,0.0978935984745515,0.11768676190390408,0.9505882352941176,0.9256464830084783,0.9674574651341354,0.14445859872611466,0.1338079439616484,0.1558045208697107,0.8648275862068966,0.8543446427285004,0.8746667441169285
smote_nc_level,xgboost,0.8,0.0436809919774532,0.12426900584795321,0.11243215716884569,0.13715945938952223,0.8,0.7593592358943103,0.8352661081693097,0.38955414012738854,0.37441338043920463,0.40491087861088076,0.6289655172413793,0.6145019242080181,0.6432015339018027
smote_nc_level,xgboost,0.85,0.0323623865842819,0.11543367346938775,0.1047172636963895,0.12709108343399939,0.851764705882353,0.8148357311181423,0.8823916330976317,0.2932484076433121,0.27921381095300724,0.3076873106597824,0.720919540229885,0.707399645645926,0.7340495936473679
smote_nc_level,xgboost,0.9,0.0238293670117855,0.11146682188591385,0.10137485270823339,0.12242658350232512,0.9011764705882352,0.8691105709655115,0.9260550852136825,0.2221656050955414,0.20943578457180737,0.2354387355991687,0.7898850574712644,0.7775255586051795,0.801733016575719
smote_nc_level,xgboost,0.95,0.0131976287811994,0.10490781615164892,0.09562004988645319,0.11498302354553681,0.9505882352941176,0.9256464830084783,0.9674574651341354,0.12178343949044586,0.11192044237362002,0.13238604565371975,0.8852873563218391,0.8754754606174461,0.8944193625413056
ctgan,lr_scored,0.8,0.3285174555686251,0.10315533980582524,0.09322922522261046,0.11400541539708983,0.8,0.7593592358943103,0.8352661081693097,0.24687898089171975,0.23364108460188004,0.2606118597262857,0.7577011494252873,0.7447444404986616,0.7702031112680214
ctgan,lr_scored,0.85,0.2948329377628728,0.10075146117450598,0.09133184406313251,0.11102388030046882,0.851764705882353,0.8148357311181423,0.8823916330976317,0.17681528662420382,0.1651975397935505,0.1890650267693868,0.8259770114942528,0.8144241514522716,0.83695464284314
ctgan,lr_scored,0.9,0.2633445222459407,0.10039318479685452,0.09125519660306738,0.11033512002097773,0.9011764705882352,0.8691105709655115,0.9260550852136825,0.12560509554140128,0.11560199126721045,0.13634033554732364,0.8770114942528736,0.866917745658861,0.8864399571933781
ctgan,lr_scored,0.95,0.2062151412002578,0.09808205875212431,0.08937003352495526,0.10754305831460212,0.9505882352941176,0.9256464830084783,0.9674574651341354,0.0535031847133758,0.046889582761992274,0.060989918934143114,0.9468965517241379,0.9398298178679456,0.953174678683733
ctgan,lr_penalized,0.8,0.1369391952304265,0.10225563909774436,0.09241188879653944,0.11301737759542566,0.8,0.7593592358943103,0.8352661081693097,0.2394904458598726,0.22639792440932702,0.2530923982635965,0.764367816091954,0.751526316022128,0.7767428048803567
ctgan,lr_penalized,0.85,0.1175654942581292,0.10148584244463134,0.09200088782258567,0.11182822842752951,0.851764705882353,0.8148357311181423,0.8823916330976317,0.18343949044585986,0.17164307240428078,0.19585494805645998,0.82,0.8083023457301246,0.8311329727883614
ctgan,lr_penalized,0.9,0.101985498909271,0.10172642762284197,0.09247299552880892,0.1117917545892777,0.9011764705882352,0.8691105709655115,0.9260550852136825,0.138343949044586,0.1278957713673964,0.1494993514044519,0.8655172413793103,0.8550555619489603,0.8753339182553447
ctgan,lr_penalized,0.95,0.0667347443152954,0.09812970609667233,0.08941364768133173,0.10759501351890469,0.9505882352941176,0.9256464830084783,0.9674574651341354,0.05401273885350318,0.04736720457777237,0.0615304089566556,0.9464367816091954,0.939343376439711,0.9527423912060502
ctgan,random_forest,0.8,0.1085495583834697,0.13513513513513514,0.12233167238613224,0.14905105942300995,0.8,0.7593592358943103,0.8352661081693097,0.44560509554140126,0.43011641782022836,0.46120014344203974,0.5783908045977012,0.5636532528595266,0.5929900255993843
ctgan,random_forest,0.85,0.0957270193167799,0.1302158273381295,0.11821414891457466,0.14323804568311133,0.851764705882353,0.8148357311181423,0.8823916330976317,0.3839490445859873,0.36885448159444034,0.3992705472344268,0.639080459770115,0.6246914645178907,0.6532240295221121
ctgan,random_forest,0.9,0.0739899884274392,0.11169437153689123,0.10158291576511973,0.12267488001586067,0.9011764705882352,0.8691105709655115,0.9260550852136825,0.22394904458598727,0.21118042552783467,0.2372574860771654,0.7882758620689655,0.7758839499046747,0.800159074105513
ctgan,random_forest,0.95,0.0524558850459367,0.10374935798664613,0.09455901617506246,0.1137207374776989,0.9505882352941176,0.9256464830084783,0.9674574651341354,0.11082802547770701,0.10138519244159137,0.12103189106245817,0.8951724137931034,0.8857178756163316,0.9039296190196434
ctgan,xgboost,0.8,0.0313815288245677,0.12509197939661515,0.11318152051764202,0.1380606878059043,0.8,0.7593592358943103,0.8352661081693097,0.39414012738853504,0.37896314481985005,0.40952412077486855,0.6248275862068966,0.6103354230595835,0.639099474896981
ctgan,xgboost,0.85,0.022699449211359,0.11503018748013981,0.10434914742056042,0.126649926424657,0.851764705882353,0.8148357311181423,0.8823916330976317,0.29044585987261146,0.2764540848248183,0.3048474216773622,0.723448275862069,0.7099633718948061,0.7365388763810333
ctgan,xgboost,0.9,0.0165791232138872,0.11189015483494011,0.10176193660445021,0.12288850843995686,0.9011764705882352,0.8691105709655115,0.9260550852136825,0.22547770700636943,0.2126761048707109,0.2388161422491669,0.786896551724138,0.7744770809520316,0.798809756340404
ctgan,xgboost,0.95,0.00906627997756,0.10482615464452517,0.09554525209324463,0.1148940486106434,0.9505882352941176,0.9256464830084783,0.9674574651341354,0.12101910828025478,0.11118451901834062,0.1315948012515603,0.8859770114942529,0.8761892914796592,0.8950836250379686
ctgan_level,lr_scored,0.8,0.3134164853506347,0.10715411282697762,0.09686285315886717,0.11839543646146203,0.8,0.7593592358943103,0.8352661081693097,0.2782165605095541,0.26441938953622435,0.29244743284693453,0.7294252873563218,0.7160252035128011,0.742420520539964
ctgan_level,lr_scored,0.85,0.2836587355754001,0.10480602200347423,0.09502629346687107,0.11546382514860946,0.851764705882353,0.8148357311181423,0.8823916330976317,0.21222929936305732,0.1997220532399054,0.22529928608436553,0.7940229885057472,0.7817481478815839,0.805778987452571
ctgan_level,lr_scored,0.9,0.245801081605465,0.10086910718988676,0.09168989108123299,0.11085511563934636,0.9011764705882352,0.8691105709655115,0.9260550852136825,0.13019108280254776,0.12002396924298982,0.1410813641161774,0.8728735632183908,0.8626443405976427,0.8824448021013402
ctgan_level,lr_scored,0.95,0.1938813692488233,0.09914110429447853,0.09033948146540621,0.10869778610601341,0.9505882352941176,0.9256464830084783,0.9674574651341354,0.06471337579617835,0.05743440281165142,0.07284355932692053,0.9367816091954023,0.9291573898502831,0.9436350707712134
ctgan_level,lr_penalized,0.8,0.1354651406247811,0.10516548097742036,0.09505562226170403,0.11621251290048085,0.8,0.7593592358943103,0.8352661081693097,0.26292993630573247,0.2493943375142278,0.27692912972015393,0.7432183908045977,0.7300256887363186,0.7559819024939674
ctgan_level,lr_penalized,0.85,0.1129264858263683,0.10179977502812149,0.0922869051499594,0.11217204821641151,0.851764705882353,0.8148357311181423,0.8823916330976317,0.18624203821656052,0.17437182101981533,0.19872581455153457,0.8174712643678161,0.8057137675966788,0.8286685419392616
ctgan_level,lr_penalized,0.9,0.0910580688953762,0.10018310227569971,0.0910633194657559,0.11010557323719235,0.9011764705882352,0.8691105709655115,0.9260550852136825,0.12356687898089172,0.11363810134206626,0.13423177811929754,0.8788505747126437,0.8688181769470777,0.8882144415288309
ctgan_level,lr_penalized,0.95,0.0648879746272135,0.09822513980063215,0.08950100384151494,0.10769907465100328,0.9505882352941176,0.9256464830084783,0.9674574651341354,0.055031847133757965,0.04832296963517904,0.06261086757583406,0.9455172413793104,0.9383709020448362,0.9518774077890902
ctgan_level,random_forest,0.8,0.0962307943341786,0.1252302025782689,0.1133073868670985,0.13821204491224198,0.8,0.7593592358943103,0.8352661081693097,0.39490445859872614,0.37972157595337364,0.41029285739878374,0.6241379310344828,0.6096411152151242,0.6384156893825643
ctgan_level,random_forest,0.85,0.0843891571565871,0.11561801341424464,0.10488544940398413,0.12729262670660266,0.851764705882353,0.8148357311181423,0.8823916330976317,0.2945222929936306,0.28046844709641217,0.30897795411210893,0.7197701149425287,0.7062344895324814,0.732917927496019
ctgan_level,random_forest,0.9,0.0644146326904059,0.10752386299831555,0.0977703027184968,0.11812304747977545,0.9011764705882352,0.8691105709655115,0.9260550852136825,0.19006369426751593,0.1780945123071422,0.20263896205140194,0.8188505747126437,0.8071256165004413,0.8300128797532512
ctgan_level,random_forest,0.95,0.0463010784534126,0.10564853556485355,0.09629853819061801,0.11579004164069281,0.9505882352941176,0.9256464830084783,0.9674574651341354,0.1286624203821656,0.11854948877356988,0.1395015090707196,0.879080459770115,0.8690557812671394,0.8884362016617279
ctgan_level,xgboost,0.8,0.027000680565834,0.12138521956444127,0.10980682528774706,0.13400070139799217,0.8,0.7593592358943103,0.8352661081693097,0.3729936305732484,0.35799553592361183,0.38824008838196505,0.6439080459770115,0.6295570622348389,0.6580050853172964
ctgan_level,xgboost,0.85,0.0191133543848991,0.11308965948141206,0.10257893906240075,0.12452791416974714,0.851764705882353,0.8148357311181423,0.8823916330976317,0.276687898089172,0.2629159544587058,0.2908965324095753,0.7358620689655172,0.7225567115924255,0.7487512171431826
ctgan_level,xgboost,0.9,0.0117579186335206,0.1056551724137931,0.09606248697430946,0.11608275760490074,0.9011764705882352,0.8691105709655115,0.9260550852136825,0.17401273885350318,0.1624724242504879,0.18619052720184026,0.8333333333333334,0.8219653753166608,0.8441130814734287
ctgan_level,xgboost,0.95,0.007843748666346,0.10404326551635333,0.09482819533033186,0.11404100281468708,0.9505882352941176,0.9256464830084783,0.9674574651341354,0.11363057324840764,0.10407752535971423,0.12393917325494444,0.8926436781609195,0.8830954453235006,0.9014990403299289
