group,model,predicted,observed,low,high
diabetici,lr_penalized,0.6313391200546294,0.4710102257069632,0.3087355854862013,0.6396530519888144
diabetici,lr_penalized,0.6351186199565939,0.4719480879875562,0.30787883326241455,0.6423098080950735
diabetici,lr_penalized,0.6388981198585584,0.47289029238704133,0.30700606910175054,0.644984118004964
diabetici,lr_penalized,0.6426776197605228,0.473836989110149,0.3061175068617586,0.647675725831389
diabetici,lr_penalized,0.6464571196624874,0.4747883320418037,0.3052133443143953,0.6503843904954939
diabetici,lr_penalized,0.6502366195644519,0.47574447892738014,0.3042937633803075,0.653109885398687
diabetici,lr_penalized,0.6540161194664164,0.47670559156191983,0.30335893035070266,0.655851998102486
diabetici,lr_penalized,0.6577956193683808,0.4776718359889646,0.3024089960956895,0.6586105300170253
diabetici,lr_penalized,0.6615751192703454,0.47864338270963147,0.30144409625742224,0.6613852960994916
diabetici,lr_penalized,0.6653546191723099,0.479620406902653,0.30046435142702344,0.664176124563133
diabetici,lr_penalized,0.6691341190742743,0.4806030886561309,0.29946986730377956,0.6669828565979246
diabetici,lr_penalized,0.6729136189762388,0.48159161321183414,0.2984607348357687,0.6698053461032726
diabetici,lr_penalized,0.6766931188782034,0.4825861712229184,0.2974370303406828,0.6726434594335012
diabetici,lr_penalized,0.6804726187801678,0.48358695902603044,0.2963988156058028,0.6754970751566374
diabetici,lr_penalized,0.6842521186821323,0.484594178928829,0.29534613796608655,0.6783660838269581
diabetici,lr_penalized,0.6880316185840968,0.48560803951404147,0.2942790303593428,0.6812503877716978
diabetici,lr_penalized,0.6918111184860614,0.4866287559612789,0.29319751135750954,0.684149900892237
diabetici,lr_penalized,0.6955906183880258,0.48765655038791744,0.29210158517270873,0.6870645484803597
diabetici,lr_penalized,0.6993701182899903,0.4886916522104769,0.29099124163736817,0.6899942670494776
diabetici,lr_penalized,0.7031496181919548,0.48973429852806777,0.2898664561568242,0.6929390041815872
diabetici,lr_penalized,0.7069291180939193,0.4907847345295853,0.28872718963340405,0.6958987183899835
diabetici,lr_penalized,0.7107086179958838,0.49184321392649377,0.2875733883606245,0.6988733789980678
diabetici,lr_penalized,0.7144881178978483,0.49290999941323044,0.28640498388594293,0.7018629660347291
diabetici,lr_penalized,0.7182676177998127,0.4939853631574051,0.28522189284065974,0.7048674701464347
diabetici,lr_penalized,0.7220471177017773,0.4950695873222229,0.2840240167352867,0.7078868925264228
diabetici,lr_penalized,0.7258266176037418,0.4961629646237418,0.2828112417182795,0.7109212448616136
diabetici,lr_penalized,0.7296061175057063,0.4972657989258399,0.28158343829652477,0.7139705492972209
diabetici,lr_penalized,0.7333856174076707,0.49837840587609783,0.28034046101494636,0.7170348384200226
diabetici,lr_penalized,0.7371651173096353,0.49950111358600835,0.2790821480930077,0.7201141552604691
diabetici,lr_penalized,0.7409446172115998,0.5006342633594051,0.2778083210155214,0.7232085533142073
diabetici,lr_penalized,0.7447241171135642,0.5017782104732524,0.2765187840742917,0.7263180965840401
diabetici,lr_penalized,0.7485036170155287,0.5029333250155174,0.2752133238579136,0.7294428596425303
diabetici,lr_penalized,0.7522831169174933,0.5040999927851758,0.27389170868564516,0.7325829277163513
diabetici,lr_penalized,0.7560626168194577,0.5052786162601126,0.2725536879812751,0.735738396793429
diabetici,lr_penalized,0.7598421167214222,0.5064696156391514,0.2711989915829276,0.738909373753349
diabetici,lr_penalized,0.7636216166233867,0.5076734299652108,0.2698273289831253,0.7420959765228422
diabetici,lr_penalized,0.7674011165253513,0.5088905183373689,0.2684383884941091,0.7452983342570705
diabetici,lr_penalized,0.7711806164273157,0.5101213612204545,0.2670318363318856,0.7485165875484057
diabetici,lr_penalized,0.7749601163292802,0.5113664618618107,0.2656073156121876,0.7517508886641705
diabetici,lr_penalized,0.7787396162312447,0.512626347826005,0.26416444525053034,0.7550014018151952
diabetici,lr_penalized,0.7825191161332091,0.5139015726595126,0.2627028187577866,0.7582683034570447
diabetici,lr_penalized,0.7862986160351737,0.5151927176989275,0.26122200292160236,0.7615517826261665
diabetici,lr_penalized,0.7900781159371382,0.5165003940378249,0.25972153636250545,0.7648520413135929
diabetici,lr_penalized,0.7938576158391026,0.5178252446694063,0.2582009279529441,0.7681692948785861
diabetici,lr_penalized,0.7976371157410671,0.5191679468241855,0.25665965508512745,0.7715037725056388
diabetici,lr_penalized,0.8014166156430317,0.520529214524497,0.25509716177216,0.7748557177082757
diabetici,lr_penalized,0.8051961155449961,0.5219098013805165,0.2535128565651988,0.7782253888833115
non diabetici,lr_penalized,0.02106633561664122,0.03140503683533415,0.015380161078090796,0.06305724020901403
non diabetici,lr_penalized,0.022734024690650455,0.03270145566344769,0.01715081629227684,0.06147001784222944
non diabetici,lr_penalized,0.02440171376465969,0.03395447502677644,0.01896224994219081,0.06007423658475917
non diabetici,lr_penalized,0.026069402838668924,0.035168478616619245,0.02080548489883146,0.05885098261212276
non diabetici,lr_penalized,0.02773709191267816,0.03634716575381067,0.022669870283437168,0.05778839071277593
non diabetici,lr_penalized,0.029404780986687397,0.03749369247838777,0.024542388145602993,0.05688101365458324
non diabetici,lr_penalized,0.031072470060696633,0.0386107772690692,0.0264067616502394,0.056129772395562334
non diabetici,lr_penalized,0.03274015913470587,0.039701756716372646,0.028241935044346026,0.05554586749880924
non diabetici,lr_penalized,0.034407848208715106,0.04077444726911621,0.03002074661993382,0.05516115878984399
non diabetici,lr_penalized,0.03607553728272434,0.04183696510593482,0.03171525569808046,0.055005447074054074
non diabetici,lr_penalized,0.03774322635673358,0.04289613638561105,0.03330071793078335,0.05509883305468218
non diabetici,lr_penalized,0.03941091543074281,0.0439577476415995,0.03475935998367333,0.05545047270556148
non diabetici,lr_penalized,0.04107860450475205,0.04502674630926249,0.03608427483870025,0.05605647802161601
non diabetici,lr_penalized,0.04274629357876128,0.046107400926268256,0.037281750368409666,0.05689885258389228
non diabetici,lr_penalized,0.044413982652770516,0.04720342950026267,0.03837057547192234,0.057947068660157634
non diabetici,lr_penalized,0.04608167172677975,0.04831810272288939,0.03937837990859542,0.05916233887978228
non diabetici,lr_penalized,0.04774936080078899,0.04945432726605426,0.04033666304107965,0.06050300564500688
non diabetici,lr_penalized,0.049417049874798225,0.05061471326208947,0.041276457985975,0.061929157864861584
non diabetici,lr_penalized,0.05108473894880746,0.05180162918360262,0.04222564559341653,0.06340550070482867
non diabetici,lr_penalized,0.0527524280228167,0.05301724664889231,0.04320787330249277,0.06490255203635707
non diabetici,lr_penalized,0.054420117096825926,0.05426357714190013,0.044242528004358427,0.0663967370851273
non diabetici,lr_penalized,0.05608780617083517,0.05554250221749507,0.04534520033730349,0.0678699587146618
non diabetici,lr_penalized,0.0577554952448444,0.056855798436615326,0.04652825686081051,0.06930903763517149
non diabetici,lr_penalized,0.05942318431885364,0.05820503901714292,0.04780094775360835,0.07070547744314541
non diabetici,lr_penalized,0.06109087339286287,0.059589239072229454,0.04916246256079419,0.07205981946288206
non diabetici,lr_penalized,0.06275856246687211,0.06100516865082841,0.050603015277781535,0.07338035621732643
non diabetici,lr_penalized,0.06442625154088134,0.062449744325071624,0.05211148866685464,0.07467739624354978
non diabetici,lr_penalized,0.06609394061489057,0.06392009202539113,0.05367596494585366,0.0759623857186127
non diabetici,lr_penalized,0.06776162968889982,0.06541351707883813,0.055283885092763045,0.07724743029786865
non diabetici,lr_penalized,0.06942931876290905,0.06692747994712868,0.056922215431844586,0.07854490896079455
non diabetici,lr_penalized,0.07109700783691829,0.06845957650633565,0.058577676114090454,0.07986710061988987
non diabetici,lr_penalized,0.07276469691092752,0.07000752196342618,0.060237068616703374,0.08122576803590544
non diabetici,lr_penalized,0.07443238598493676,0.07156913769794636,0.06188771833123057,0.08263166920836654
non diabetici,lr_penalized,0.07610007505894599,0.07314234046550458,0.06351801843105014,0.08409399963147243
non diabetici,lr_penalized,0.07776776413295523,0.07472513351451968,0.06511802344930101,0.08561980902656992
non diabetici,lr_penalized,0.07943545320696446,0.07631559925717238,0.06668000492875947,0.08721347405749548
non diabetici,lr_penalized,0.0811031422809737,0.07791189320568868,0.06819886364047506,0.08887632776343612
non diabetici,lr_penalized,0.08277083135498293,0.07951223894049254,0.06967230804897995,0.09060653228981796
non diabetici,lr_penalized,0.08443852042899216,0.08111492392076615,0.07110075810670916,0.09239923287338211
