setting,population,model,target_sensitivity,threshold,screened,detected
tesi,"tutti, bersaglio composito",random_forest,0.66,0.094544340429739,0.3933333333333333,0.6611764705882353
tesi,"tutti, bersaglio composito",random_forest,0.67,0.0921203608539263,0.41126436781609194,0.6705882352941176
tesi,"tutti, bersaglio composito",random_forest,0.68,0.0898455366606958,0.4271264367816092,0.68
tesi,"tutti, bersaglio composito",random_forest,0.69,0.0884890754284264,0.4363218390804598,0.691764705882353
tesi,"tutti, bersaglio composito",random_forest,0.7,0.0876081797378443,0.44505747126436784,0.7011764705882353
tesi,"tutti, bersaglio composito",random_forest,0.71,0.0864745326947339,0.4554022988505747,0.7105882352941176
tesi,"tutti, bersaglio composito",random_forest,0.72,0.0855100926621859,0.4636781609195402,0.72
tesi,"tutti, bersaglio composito",random_forest,0.73,0.0843336219808438,0.4735632183908046,0.731764705882353
tesi,"tutti, bersaglio composito",random_forest,0.74,0.0839266559876052,0.47770114942528735,0.7411764705882353
tesi,"tutti, bersaglio composito",random_forest,0.75,0.0830925312145368,0.4871264367816092,0.7505882352941177
tesi,"tutti, bersaglio composito",random_forest,0.76,0.0816733689830211,0.5025287356321839,0.76
tesi,"tutti, bersaglio composito",random_forest,0.77,0.0801320521578356,0.519080459770115,0.7717647058823529
tesi,"tutti, bersaglio composito",random_forest,0.78,0.0797215645613561,0.5232183908045978,0.7811764705882352
tesi,"tutti, bersaglio composito",random_forest,0.79,0.0786300315634865,0.5349425287356322,0.7905882352941176
tesi,"tutti, bersaglio composito",random_forest,0.8,0.0772493284794537,0.5498850574712644,0.8
tesi,"tutti, bersaglio composito",random_forest,0.81,0.0747200482050554,0.5758620689655173,0.8117647058823529
tesi,"tutti, bersaglio composito",random_forest,0.82,0.0716457451256774,0.613103448275862,0.8211764705882353
tesi,"tutti, bersaglio composito",random_forest,0.83,0.070837357610061,0.624367816091954,0.8305882352941176
tesi,"tutti, bersaglio composito",random_forest,0.84,0.0691194316144785,0.6462068965517241,0.84
tesi,"tutti, bersaglio composito",random_forest,0.85,0.0657295171119079,0.6850574712643678,0.851764705882353
tesi,"tutti, bersaglio composito",random_forest,0.86,0.0642517463376647,0.704367816091954,0.8611764705882353
tesi,"tutti, bersaglio composito",random_forest,0.87,0.0624681307956805,0.7273563218390805,0.8705882352941177
tesi,"tutti, bersaglio composito",random_forest,0.88,0.0612539094064942,0.7418390804597701,0.88
tesi,"tutti, bersaglio composito",random_forest,0.89,0.060249112549667,0.7581609195402299,0.8917647058823529
tesi,"tutti, bersaglio composito",random_forest,0.9,0.0581256463703772,0.7806896551724138,0.9011764705882352
tesi,"tutti, bersaglio composito",random_forest,0.91,0.0561466617868952,0.8004597701149425,0.9105882352941177
tesi,"tutti, bersaglio composito",random_forest,0.92,0.0555310833743177,0.8082758620689655,0.92
tesi,"tutti, bersaglio composito",random_forest,0.93,0.0533598532447379,0.8349425287356322,0.9317647058823529
tesi,"tutti, bersaglio composito",random_forest,0.94,0.0507008312690793,0.8604597701149426,0.9411764705882353
tesi,"tutti, bersaglio composito",random_forest,0.95,0.0470534844188051,0.891264367816092,0.9505882352941176
tesi,"tutti, bersaglio composito",random_forest,0.96,0.0445699179440531,0.9055172413793103,0.96
tesi,"tutti, bersaglio composito",random_forest,0.97,0.0418980096811704,0.9218390804597701,0.971764705882353
tesi,"tutti, bersaglio composito",random_forest,0.98,0.0400783328904348,0.9321839080459771,0.9811764705882353
tesi,"tutti, bersaglio composito",random_forest,0.99,0.0352025765658106,0.9549425287356322,0.9905882352941177
tesi,"tutti, bersaglio composito",random_forest,1.0,0.0238356284921368,0.9919540229885058,1.0
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.01,0.295196641487971,0.0034254954734524103,0.012422360248447204
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.02,0.2790238172921032,0.005627599706386102,0.021739130434782608
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.03,0.2653346498716731,0.008563738683631025,0.031055900621118012
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.04,0.256537663769762,0.010521164668460974,0.040372670807453416
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.05,0.2410483854516325,0.014925373134328358,0.052795031055900624
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.06,0.2302640637911911,0.020063616344506974,0.062111801242236024
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.07,0.2237676794238729,0.022755077073648152,0.07142857142857142
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.08,0.2203753595197418,0.0247125030584781,0.08074534161490683
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.09,0.218079233207287,0.026180572547100562,0.09006211180124224
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.1,0.2103780024764109,0.031074137509175433,0.10248447204968944
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.11,0.1936555974611581,0.04037191093711769,0.11180124223602485
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.12,0.1884091714882494,0.04477611940298507,0.12111801242236025
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.13,0.1842125170546166,0.05040371910937118,0.13043478260869565
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.14,0.1798429439809076,0.05456324932713482,0.14285714285714285
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.15,0.1787017177805339,0.057254710056276,0.15217391304347827
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.16,0.1750944886958628,0.061658918522143384,0.16149068322981366
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.17,0.1694382889940461,0.06973330070956692,0.17080745341614906
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.18,0.1680446408464043,0.0724247614387081,0.18012422360248448
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.19,0.1658144548406847,0.0758502569121605,0.19254658385093168
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.2,0.1630624409873716,0.08049914362613164,0.20186335403726707
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.21,0.1599888760851236,0.08539270858820651,0.2111801242236025
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.22,0.1595372523045576,0.08686077807682897,0.2204968944099379
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.23,0.1569066643314819,0.09199902128700758,0.2329192546583851
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.24,0.1548628997436485,0.09517983851235626,0.2422360248447205
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.25,0.1518937698890506,0.10325422069977978,0.2515527950310559
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.26,0.1489593687565179,0.11083924639099584,0.2608695652173913
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.27,0.1456278073405552,0.11842427208221189,0.2701863354037267
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.28,0.1404231965354707,0.12894543675067285,0.2826086956521739
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.29,0.139239443013707,0.13310496696843652,0.2919254658385093
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.3,0.1383756173786355,0.13604110594568142,0.30124223602484473
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.31,0.1365475398774893,0.14191338390017127,0.3105590062111801
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.32,0.1343288577043407,0.15023244433569855,0.32298136645962733
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.33,0.1333807867022319,0.1521898703205285,0.33229813664596275
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.34,0.1304446590220242,0.1617323219965745,0.3416149068322981
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.35,0.1300617033099817,0.16368974798140445,0.35093167701863354
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.36,0.1282262158377773,0.1712747736726205,0.36024844720496896
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.37,0.123448434492947,0.1886469292879863,0.37267080745341613
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.38,0.1215109492236031,0.19794470271592857,0.38198757763975155
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.39,0.119339061069135,0.20871054563249328,0.391304347826087
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.4,0.1187090766390497,0.21115732811353072,0.40062111801242234
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.41,0.1167570134969999,0.2233912405187179,0.41304347826086957
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.42,0.1155992322267115,0.22950819672131148,0.422360248447205
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.43,0.1150264446924776,0.23195497920234892,0.43167701863354035
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.44,0.113557267802181,0.23709322241252753,0.4409937888198758
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.45,0.1112163035094935,0.25006116956202595,0.4503105590062112
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.46,0.1086534003056548,0.26645461218497674,0.46273291925465837
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.47,0.1074001435291348,0.2730609248837778,0.4720496894409938
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.48,0.1063859025131402,0.2784438463420602,0.4813664596273292
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.49,0.1051366962515573,0.28602887203327626,0.4906832298136646
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.5,0.1042964627698951,0.2921458282358698,0.5
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.51,0.1035874267224682,0.2963053584536335,0.5124223602484472
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.52,0.1018941650750965,0.3058478101296795,0.5217391304347826
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.53,0.1004412783910826,0.3156349400538292,0.531055900621118
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.54,0.0983717755589207,0.3295816001957426,0.5403726708074534
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.55,0.0971470214742657,0.33985808661609984,0.5527950310559007
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.56,0.0963912183060576,0.3442622950819672,0.562111801242236
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.57,0.0958730720559871,0.3476877905554196,0.5714285714285714
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.58,0.094544340429739,0.3582089552238806,0.5807453416149069
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.59,0.0922305792569143,0.37607046733545385,0.5900621118012422
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.6,0.0898455366606958,0.3939319794470272,0.6024844720496895
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.61,0.0890744760987966,0.40004893564962074,0.6118012422360248
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.62,0.088317948660572,0.4051871788597994,0.6211180124223602
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.63,0.0876081797378443,0.41277220455101543,0.6304347826086957
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.64,0.0864422125514402,0.42402740396378763,0.6428571428571429
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.65,0.0855100926621859,0.43210178615121114,0.6521739130434783
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.66,0.085371692297359,0.4333251773917299,0.6614906832298136
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.67,0.0842898763228419,0.4428676290677759,0.6708074534161491
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.68,0.0839266559876052,0.4467824810374358,0.6801242236024845
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.69,0.0821386125351944,0.4670907756300465,0.6925465838509317
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.7,0.0816733689830211,0.47296305358453633,0.7018633540372671
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.71,0.0803831608097904,0.4873990702226572,0.7111801242236024
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.72,0.0800553975018967,0.4908245656961096,0.7204968944099379
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.73,0.07971679726692,0.4947394176657695,0.7329192546583851
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.74,0.0786300315634865,0.5069733300709567,0.7422360248447205
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.75,0.0772493284794537,0.5226327379495963,0.7515527950310559
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.76,0.0753783757659279,0.5404942500611696,0.7608695652173914
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.77,0.0738100460194439,0.5634940053829215,0.7701863354037267
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.78,0.0714249213272253,0.5921213604110594,0.782608695652174
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.79,0.0706085951737801,0.6038659163200392,0.7919254658385093
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.8,0.0691194316144785,0.6241742109126499,0.8012422360248447
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.81,0.0672313729767403,0.6471739662344017,0.8105590062111802
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.82,0.0654746776663538,0.6704183998042574,0.8229813664596274
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.83,0.0640692958896742,0.6880352336677269,0.8322981366459627
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.84,0.0624681307956805,0.7100562759970639,0.8416149068322981
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.85,0.0616781180412668,0.7195987276731098,0.8509316770186336
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.86,0.0603722157342311,0.7396623440176169,0.860248447204969
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.87,0.0588328794812859,0.7587472473697089,0.8726708074534162
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.88,0.0580329666105071,0.7678003425495473,0.8819875776397516
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.89,0.0561466617868952,0.7878639588940544,0.8913043478260869
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.9,0.0557896987641981,0.7937362368485442,0.9006211180124224
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.91,0.0546403466923519,0.80915096647908,0.9130434782608695
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.92,0.052395303419059,0.8336187912894544,0.922360248447205
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.93,0.0507008312690793,0.8517249816491314,0.9316770186335404
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.94,0.0485098804416194,0.8725226327379496,0.9409937888198758
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.95,0.0446183949034677,0.8989478835331539,0.9503105590062112
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.96,0.0420114947861884,0.916075360900416,0.9627329192546584
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.97,0.0412393387097659,0.9212136041105946,0.9720496894409938
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.98,0.0392230069038294,0.935160264252508,0.9813664596273292
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,0.99,0.03297845122023,0.9623195497920235,0.9906832298136646
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",random_forest,1.0,0.0238356284921368,0.991436261316369,1.0
tesi,"tutti, bersaglio composito",xgboost,0.01,0.6644249558448792,0.001379310344827586,0.011764705882352941
tesi,"tutti, bersaglio composito",xgboost,0.02,0.5831858515739441,0.0036781609195402297,0.021176470588235293
tesi,"tutti, bersaglio composito",xgboost,0.03,0.5351606011390686,0.004827586206896552,0.03058823529411765
tesi,"tutti, bersaglio composito",xgboost,0.04,0.4875003695487976,0.0073563218390804595,0.04
tesi,"tutti, bersaglio composito",xgboost,0.05,0.4594855010509491,0.00896551724137931,0.05176470588235294
tesi,"tutti, bersaglio composito",xgboost,0.06,0.4397951960563659,0.011724137931034483,0.0611764705882353
tesi,"tutti, bersaglio composito",xgboost,0.07,0.4263718128204345,0.01310344827586207,0.07058823529411765
tesi,"tutti, bersaglio composito",xgboost,0.08,0.4103328287601471,0.014942528735632184,0.08
tesi,"tutti, bersaglio composito",xgboost,0.09,0.3709554672241211,0.02160919540229885,0.09176470588235294
tesi,"tutti, bersaglio composito",xgboost,0.1,0.3660627007484436,0.023448275862068966,0.1011764705882353
tesi,"tutti, bersaglio composito",xgboost,0.11,0.3525727689266205,0.02689655172413793,0.11058823529411765
tesi,"tutti, bersaglio composito",xgboost,0.12,0.3444356918334961,0.028965517241379312,0.12
tesi,"tutti, bersaglio composito",xgboost,0.13,0.3296014666557312,0.03126436781609195,0.13176470588235295
tesi,"tutti, bersaglio composito",xgboost,0.14,0.3217725157737732,0.03333333333333333,0.1411764705882353
tesi,"tutti, bersaglio composito",xgboost,0.15,0.3106935620307922,0.03632183908045977,0.15058823529411763
tesi,"tutti, bersaglio composito",xgboost,0.16,0.2983149290084839,0.04068965517241379,0.16
tesi,"tutti, bersaglio composito",xgboost,0.17,0.2872354984283447,0.04459770114942529,0.17176470588235293
tesi,"tutti, bersaglio composito",xgboost,0.18,0.2787367403507232,0.04758620689655172,0.1811764705882353
tesi,"tutti, bersaglio composito",xgboost,0.19,0.2652398943901062,0.051954022988505745,0.19058823529411764
tesi,"tutti, bersaglio composito",xgboost,0.2,0.2630709111690521,0.05379310344827586,0.2
tesi,"tutti, bersaglio composito",xgboost,0.21,0.2540338635444641,0.05839080459770115,0.21176470588235294
tesi,"tutti, bersaglio composito",xgboost,0.22,0.2480382770299911,0.061839080459770115,0.2211764705882353
tesi,"tutti, bersaglio composito",xgboost,0.23,0.2458180040121078,0.06413793103448276,0.23058823529411765
tesi,"tutti, bersaglio composito",xgboost,0.24,0.2427652329206466,0.06712643678160919,0.24
tesi,"tutti, bersaglio composito",xgboost,0.25,0.2353065758943557,0.07241379310344828,0.25176470588235295
tesi,"tutti, bersaglio composito",xgboost,0.26,0.2304248213768005,0.07540229885057471,0.2611764705882353
tesi,"tutti, bersaglio composito",xgboost,0.27,0.2220449149608612,0.08045977011494253,0.27058823529411763
tesi,"tutti, bersaglio composito",xgboost,0.28,0.2198328375816345,0.08206896551724138,0.28
tesi,"tutti, bersaglio composito",xgboost,0.29,0.2131249010562896,0.08781609195402298,0.2917647058823529
tesi,"tutti, bersaglio composito",xgboost,0.3,0.2077180743217468,0.0935632183908046,0.30117647058823527
tesi,"tutti, bersaglio composito",xgboost,0.31,0.2010513693094253,0.09977011494252873,0.31058823529411766
tesi,"tutti, bersaglio composito",xgboost,0.32,0.1935930997133255,0.1064367816091954,0.32
tesi,"tutti, bersaglio composito",xgboost,0.33,0.1839308589696884,0.11816091954022989,0.33176470588235296
tesi,"tutti, bersaglio composito",xgboost,0.34,0.1779165863990783,0.1257471264367816,0.3411764705882353
tesi,"tutti, bersaglio composito",xgboost,0.35,0.1757282018661499,0.12942528735632183,0.35058823529411764
tesi,"tutti, bersaglio composito",xgboost,0.36,0.1690438091754913,0.1406896551724138,0.36
tesi,"tutti, bersaglio composito",xgboost,0.37,0.1642740368843078,0.14758620689655172,0.37176470588235294
tesi,"tutti, bersaglio composito",xgboost,0.38,0.1596437096595764,0.152183908045977,0.3811764705882353
tesi,"tutti, bersaglio composito",xgboost,0.39,0.1585516035556793,0.15540229885057472,0.3905882352941176
tesi,"tutti, bersaglio composito",xgboost,0.4,0.1499259024858474,0.16942528735632184,0.4
tesi,"tutti, bersaglio composito",xgboost,0.41,0.1450939029455185,0.17977011494252873,0.4117647058823529
tesi,"tutti, bersaglio composito",xgboost,0.42,0.1416073739528656,0.18459770114942528,0.4211764705882353
tesi,"tutti, bersaglio composito",xgboost,0.43,0.1392894089221954,0.18919540229885057,0.43058823529411766
tesi,"tutti, bersaglio composito",xgboost,0.44,0.1365314424037933,0.19402298850574712,0.44
tesi,"tutti, bersaglio composito",xgboost,0.45,0.1296210587024688,0.21126436781609195,0.45176470588235296
tesi,"tutti, bersaglio composito",xgboost,0.46,0.1237814128398895,0.22551724137931034,0.4611764705882353
tesi,"tutti, bersaglio composito",xgboost,0.47,0.1215831637382507,0.23241379310344829,0.47058823529411764
tesi,"tutti, bersaglio composito",xgboost,0.48,0.1197319999337196,0.2386206896551724,0.48
tesi,"tutti, bersaglio composito",xgboost,0.49,0.1169012337923049,0.247816091954023,0.49176470588235294
tesi,"tutti, bersaglio composito",xgboost,0.5,0.1160053312778472,0.25057471264367814,0.5011764705882353
tesi,"tutti, bersaglio composito",xgboost,0.51,0.1136681288480758,0.2579310344827586,0.5105882352941177
tesi,"tutti, bersaglio composito",xgboost,0.52,0.1105705797672271,0.26620689655172414,0.52
tesi,"tutti, bersaglio composito",xgboost,0.53,0.1058190166950225,0.2845977011494253,0.5317647058823529
tesi,"tutti, bersaglio composito",xgboost,0.54,0.1040726825594902,0.292183908045977,0.5411764705882353
tesi,"tutti, bersaglio composito",xgboost,0.55,0.1026039943099021,0.2993103448275862,0.5505882352941176
tesi,"tutti, bersaglio composito",xgboost,0.56,0.1013163775205612,0.30551724137931036,0.56
tesi,"tutti, bersaglio composito",xgboost,0.57,0.0994842872023582,0.3137931034482759,0.571764705882353
tesi,"tutti, bersaglio composito",xgboost,0.58,0.0977783799171447,0.32045977011494253,0.5811764705882353
tesi,"tutti, bersaglio composito",xgboost,0.59,0.0949660912156105,0.3333333333333333,0.5905882352941176
tesi,"tutti, bersaglio composito",xgboost,0.6,0.0920772030949592,0.3445977011494253,0.6
tesi,"tutti, bersaglio composito",xgboost,0.61,0.0910218581557273,0.35011494252873565,0.611764705882353
tesi,"tutti, bersaglio composito",xgboost,0.62,0.0881811305880546,0.3645977011494253,0.6211764705882353
tesi,"tutti, bersaglio composito",xgboost,0.63,0.0857592299580574,0.375632183908046,0.6305882352941177
tesi,"tutti, bersaglio composito",xgboost,0.64,0.0847343504428863,0.3818390804597701,0.64
tesi,"tutti, bersaglio composito",xgboost,0.65,0.0815585032105445,0.4009195402298851,0.6517647058823529
tesi,"tutti, bersaglio composito",xgboost,0.66,0.0804541036486625,0.40758620689655173,0.6611764705882353
tesi,"tutti, bersaglio composito",xgboost,0.67,0.0791052877902984,0.41563218390804596,0.6705882352941176
tesi,"tutti, bersaglio composito",xgboost,0.68,0.0768882557749748,0.42735632183908046,0.68
tesi,"tutti, bersaglio composito",xgboost,0.69,0.0747465044260025,0.443448275862069,0.691764705882353
tesi,"tutti, bersaglio composito",xgboost,0.7,0.0731468126177787,0.4549425287356322,0.7011764705882353
tesi,"tutti, bersaglio composito",xgboost,0.71,0.0707422718405723,0.47172413793103446,0.7105882352941176
tesi,"tutti, bersaglio composito",xgboost,0.72,0.067870870232582,0.4928735632183908,0.72
tesi,"tutti, bersaglio composito",xgboost,0.73,0.0671354234218597,0.5004597701149426,0.731764705882353
tesi,"tutti, bersaglio composito",xgboost,0.74,0.0664048716425895,0.5055172413793103,0.7411764705882353
tesi,"tutti, bersaglio composito",xgboost,0.75,0.0650868713855743,0.5158620689655172,0.7505882352941177
tesi,"tutti, bersaglio composito",xgboost,0.76,0.0636307150125503,0.5262068965517241,0.76
tesi,"tutti, bersaglio composito",xgboost,0.77,0.0622949935495853,0.5381609195402299,0.7717647058823529
tesi,"tutti, bersaglio composito",xgboost,0.78,0.0612199269235134,0.5494252873563218,0.7811764705882352
tesi,"tutti, bersaglio composito",xgboost,0.79,0.0589055269956588,0.5696551724137932,0.7905882352941176
tesi,"tutti, bersaglio composito",xgboost,0.8,0.0566325932741165,0.5866666666666667,0.8
tesi,"tutti, bersaglio composito",xgboost,0.81,0.0552478358149528,0.5990804597701149,0.8117647058823529
tesi,"tutti, bersaglio composito",xgboost,0.82,0.0524716414511203,0.6314942528735632,0.8211764705882353
tesi,"tutti, bersaglio composito",xgboost,0.83,0.0514750108122825,0.643448275862069,0.8305882352941176
tesi,"tutti, bersaglio composito",xgboost,0.84,0.0487879589200019,0.6687356321839081,0.84
tesi,"tutti, bersaglio composito",xgboost,0.85,0.0482004135847091,0.6783908045977012,0.851764705882353
tesi,"tutti, bersaglio composito",xgboost,0.86,0.0472762435674667,0.6901149425287356,0.8611764705882353
tesi,"tutti, bersaglio composito",xgboost,0.87,0.0462893433868885,0.7022988505747126,0.8705882352941177
tesi,"tutti, bersaglio composito",xgboost,0.88,0.0454166941344738,0.7135632183908046,0.88
tesi,"tutti, bersaglio composito",xgboost,0.89,0.0439611375331878,0.7319540229885058,0.8917647058823529
tesi,"tutti, bersaglio composito",xgboost,0.9,0.0418949387967586,0.759080459770115,0.9011764705882352
tesi,"tutti, bersaglio composito",xgboost,0.91,0.0401824563741683,0.7848275862068965,0.9105882352941177
tesi,"tutti, bersaglio composito",xgboost,0.92,0.0381373055279254,0.8073563218390805,0.92
tesi,"tutti, bersaglio composito",xgboost,0.93,0.0347938276827335,0.8494252873563218,0.9317647058823529
tesi,"tutti, bersaglio composito",xgboost,0.94,0.0335576087236404,0.8691954022988506,0.9411764705882353
tesi,"tutti, bersaglio composito",xgboost,0.95,0.032035507261753,0.8857471264367817,0.9505882352941176
tesi,"tutti, bersaglio composito",xgboost,0.96,0.0305660516023635,0.9025287356321839,0.96
tesi,"tutti, bersaglio composito",xgboost,0.97,0.0273604020476341,0.9321839080459771,0.971764705882353
tesi,"tutti, bersaglio composito",xgboost,0.98,0.0246698185801506,0.9533333333333334,0.9811764705882353
tesi,"tutti, bersaglio composito",xgboost,0.99,0.0227862168103456,0.9682758620689655,0.9905882352941177
tesi,"tutti, bersaglio composito",xgboost,1.0,0.0182460043579339,0.9873563218390805,1.0
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",xgboost,0.01,0.5308707356452942,0.002202104232933692,0.012422360248447204
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",xgboost,0.02,0.4875003695487976,0.003914851969659897,0.021739130434782608
bragg_gresham,"non diabetici, sola albuminuria (ACR >= 30)",xgboost,0.03,0.4582599699497223,0.005382921458282359,0.031055900621118012
