group,model,threshold,n,positives,prevalence,tp,fp,fn,tn,tests,net_benefit,net_benefit_all,net_benefit_none,avoided_per_100,beats_both
diabetici,lr_penalized,0.02,263,68,0.2585551330798479,68,195,0,0,263,0.24342360518351827,0.24342360518351827,0.0,0.0,False
diabetici,lr_penalized,0.025,263,68,0.2585551330798479,68,195,0,0,263,0.23954372623574144,0.23954372623574144,0.0,0.0,False
diabetici,lr_penalized,0.03,263,68,0.2585551330798479,68,195,0,0,263,0.23562384853592566,0.23562384853592566,0.0,0.0,False
diabetici,lr_penalized,0.035,263,68,0.2585551330798479,68,195,0,0,263,0.2316633503418113,0.2316633503418113,0.0,0.0,False
diabetici,lr_penalized,0.04,263,68,0.2585551330798479,68,195,0,0,263,0.2276615969581749,0.2276615969581749,0.0,0.0,False
diabetici,lr_penalized,0.045,263,68,0.2585551330798479,68,193,0,2,261,0.22397627057910138,0.2236179403977465,0.0,0.7604562737642737,True
diabetici,lr_penalized,0.05,263,68,0.2585551330798479,68,192,0,3,260,0.22013207924754852,0.21953171903141883,0.0,1.1406844106464142,True
diabetici,lr_penalized,0.055,263,68,0.2585551330798479,68,192,0,3,260,0.21606614762508297,0.21540225722735226,0.0,1.1406844106464014,True
diabetici,lr_penalized,0.06,263,68,0.2585551330798479,67,188,1,7,255,0.20912547528517111,0.21122886497856158,0.0,-3.2953105196450654,False
diabetici,lr_penalized,0.065,263,68,0.2585551330798479,67,182,1,13,249,0.20664484252048557,0.2070108375185539,0.0,-0.5264697279905989,False
diabetici,lr_penalized,0.07,263,68,0.2585551330798479,66,181,2,14,247,0.19914959728525283,0.2027474549245676,0.0,-4.780010863661061,False
diabetici,lr_penalized,0.075,263,68,0.2585551330798479,66,176,2,19,242,0.1966909875655123,0.1984379817079437,0.0,-2.154626108998729,False
diabetici,lr_penalized,0.08,263,68,0.2585551330798479,66,171,2,24,237,0.1944122995536452,0.19408166639113902,0.0,0.38022813688209783,True
diabetici,lr_penalized,0.085,263,68,0.2585551330798479,65,167,3,28,232,0.18816098402210726,0.189677741070872,0.0,-1.6327443524938188,False
