number,value,datetime_start,datetime_complete,duration,params_C,params_l1_ratio,system_attrs_fixed_params,system_attrs_tpe:relative_params:0,state
17,0.2150419137674065,2026-09-19 16:24:16.706401,2026-09-19 16:24:17.994457,0 days 00:00:01.288056,9.964711978123763,0.4072250699804971,,"{""C"": 9.964711978123763, ""l1_ratio"": 0.4072250699804971}",PRUNED
18,0.2182761275228906,2026-09-19 16:24:17.994457,2026-09-19 16:24:18.015043,0 days 00:00:00.020586,0.0072313069759176885,0.2801716402502385,,"{""C"": 0.0072313069759176885, ""l1_ratio"": 0.2801716402502385}",PRUNED
19,0.09770114942528736,2026-09-19 16:24:18.015043,2026-09-19 16:24:18.021074,0 days 00:00:00.006031,0.00026766794637180966,0.2957046991807607,,"{""C"": 0.00026766794637180966, ""l1_ratio"": 0.2957046991807607}",PRUNED
20,0.19852239763384671,2026-09-19 16:24:18.021074,2026-09-19 16:24:18.039555,0 days 00:00:00.018481,0.010889333649926017,0.6620653848746453,,"{""C"": 0.010889333649926017, ""l1_ratio"": 0.6620653848746453}",PRUNED
21,0.23485165104459096,2026-09-19 16:24:18.039555,2026-09-19 16:24:18.223618,0 days 00:00:00.184063,0.01396820434246621,0.11927904319957122,,"{""C"": 0.01396820434246621, ""l1_ratio"": 0.11927904319957122}",COMPLETE
22,0.24045531589449318,2026-09-19 16:24:18.224615,2026-09-19 16:24:18.245727,0 days 00:00:00.021112,0.005725164790599504,0.15322554743962039,,"{""C"": 0.005725164790599504, ""l1_ratio"": 0.15322554743962039}",PRUNED
23,0.23097162689808665,2026-09-19 16:24:18.246727,2026-09-19 16:24:18.800811,0 days 00:00:00.554084,0.0541862513312114,0.37332843867495963,,"{""C"": 0.0541862513312114, ""l1_ratio"": 0.37332843867495963}",COMPLETE
24,0.22057141332496838,2026-09-19 16:24:18.800811,2026-09-19 16:24:19.711619,0 days 00:00:00.910808,2.066814670973532,0.045282014855484165,,"{""C"": 2.066814670973532, ""l1_ratio"": 0.045282014855484165}",PRUNED
25,0.09770114942528736,2026-09-19 16:24:19.711619,2026-09-19 16:24:19.719003,0 days 00:00:00.007384,0.001440830037724264,0.8437580654606656,,"{""C"": 0.001440830037724264, ""l1_ratio"": 0.8437580654606656}",PRUNED
26,0.2529311546312212,2026-09-19 16:24:19.719003,2026-09-19 16:24:19.903100,0 days 00:00:00.184097,0.164487112931135,0.12194592567277013,,"{""C"": 0.164487112931135, ""l1_ratio"": 0.12194592567277013}",PRUNED
27,0.09770114942528736,2026-09-19 16:24:19.903100,2026-09-19 16:24:19.911614,0 days 00:00:00.008514,0.00011561079700728421,0.03579889999013336,,"{""C"": 0.00011561079700728421, ""l1_ratio"": 0.03579889999013336}",PRUNED
28,0.23257411379086954,2026-09-19 16:24:19.911614,2026-09-19 16:24:20.110813,0 days 00:00:00.199199,0.011759720636046429,0.057967809413500083,,"{""C"": 0.011759720636046429, ""l1_ratio"": 0.057967809413500083}",COMPLETE
29,0.09770114942528736,2026-09-19 16:24:20.110813,2026-09-19 16:24:20.120136,0 days 00:00:00.009323,0.002431182747800521,0.314584530038541,,"{""C"": 0.002431182747800521, ""l1_ratio"": 0.314584530038541}",PRUNED
